TILEMAP
20 20							-- Size of tile map in tiles
20 20 							-- Tile size & block size
images/text.png 	-- Tilesheet
32 66 	
1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,
